statement	response	prediction	gold_label	dataset	shot_count
Nuestros ministros de Relaciones Exteriores se reunieron y tuvimos la oportunidad de evaluar diversos temas, conversamos bastante sobre problemas que heredamos del pasado ', apuntó el Jefe de Estado, quien también señaló que en el segundo semestre de este año hará un viaje oficial a Guyana.	1	1	1	CoMeta	4
Aumenta el número de contagios, aumenta también la presión hospitalaria.	1	1	1	CoMeta	4
La semana pasada, el Consejo de Ministros aprobó la adquisición de más de 31 millones de dosis de la vacuna desarrollada por AstraZeneca, la compañía farmacéutica AstraZeneca, contra el Covid-19.	1	1	0	CoMeta	4
Tras llegar a la estación, Ethan comienza a tener problemas de su ansiedad a causa de su agorafobia, aunque logra superar la situación y localizar la taquilla, Ethan se marcha a un motel donde abre la caja, ahí hay una pistola, un teléfono móvil y una figura de Origami, además de un mensaje en el telefóno donde pone ' Hasta donde estarías dispuesto por salvar a tu hijo '.	1	1	0	CoMeta	4
Aitor Larrazábal, defensa del Athletic, disputó su partido número 300 en Primera, pero no guardará un buen recuerdo, ya que, además de la derrota de su equipo, fue expulsado por doble amonestación.	1	1	1	CoMeta	4
El consumo de café en Alemania aumentó cerca del 2 por ciento en 1999, según las estadísticas anuales de la empresa Kraft Foods de Bremen.	0	0	0	CoMeta	4
Hoy, cuando queremos reconocer la reacción unánime de la sociedad española en aquellos días de julio, la unión de los demócratas sigue siendo la mejor manera de honrar a nuestras víctimas y, también, la mejor manera de desterrar para siempre el terror y su ambición totalitaria del País Vasco y de toda España.	1	1	1	CoMeta	4
¿Se ha podido convencer al señor Garamendi de que vuelva a la mesa del Diálogo social?	1	1	1	CoMeta	4
Respecto al reinicio de la actividad docente de clases en la comunidad autonoma del País Vasco el próximo lunes en el marco del Decreto de Alarma que aprobado hoy el Consejo de Ministros, con la luz verde del Congreso los Diputados, especifica, se reconoce que es una competencia autonómica y por tanto las comunidades autónomas, a partir de la Fase 2, deben de disponer como mejor estimen oportuno el reinicio, si es que procede,de esas actividades y naturalmente lo seguiremos con atención y también, si se nos pide ayuda y estaremos dispuestos a proporcionarla proporcionar la.	1	1	1	CoMeta	4
El Real Madrid ascendió al segundo puesto de la tabla con un triunfo por 0-1 ante el Zaragoza en La Romareda, donde el equipo aragonés llevaba más de un año sin perder, desde el 13 de marzo de 1999 (0-1 ante el Celta).	1	1	0	CoMeta	4
Ella fue nombrada ' de Todos los Santos ', como es costumbre entre los Borbones.	1	1	0	CoMeta	4
En septiembre de 1548, por encargo de Irala, Chaves emprendió el largo camino hasta Lima con cuatro españoles, entre ellos el capitán Marcos Victoria, y cien indios amigos.	1	1	0	CoMeta	4
Nueva Normalidad significa que habrá que actuar, como no nos cansamos de repetir, con unas normas distintas y habrá por tanto siempre que tener mucho cuidado con la distancia interpersonal, con la higiene y el lavado de manos, con la higiene de espacios colectivos.	1	1	0	CoMeta	4
- Y a Michael Jackson?	0	0	0	CoMeta	4
Aceptamos todo tipo de críticas y sugerencias.	1	1	0	CoMeta	4
La consola PlayStation 2, que ha vendido cerca de un 1,8 millones de unidades desde su lanzamiento el 4 de marzo, llegará a los mercados de Norteamérica y Europa el próximo mes de octubre, según Sony.	1	1	1	CoMeta	4
Todos tenemos derecho a nuestra intimidad y todos tenemos derecho también a que se nos respete en nuestra forma de ejercer el trabajo, con la discrepancia política que, en cada momento, cada uno quiera ejercer.	1	1	0	CoMeta	4
El mes más frío es diciembre con una temperatura mínima media de 15,4 ° C y el mes más caliente es abril con una temperatura alta media de 32.8 ° C.	1	1	0	CoMeta	4
En los últimos días, he vivido instantes muy emotivos ', confesó a Efe Toni.	1	1	0	CoMeta	4
No encontraba razones para que Fermina Daza no fuera una viuda igual, preparada por la vida para aceptarlo aceptar lo a él tal como era, sin fantasías de culpa por el marido muerto, resuelta a descubrir con él la otra felicidad de ser feliz dos veces, con un amor de uso cotidiano que convirtiera cada instante en un milagro de vivir, y con otro amor de ella sola preservado de todo contagio por la inmunidad de la muerte.	1	1	1	CoMeta	4
En cuanto a ARS D, que es la variante más numerosa de esta categoría de cerámica fina, las producciones más frecuentes en la superficie del de el yacimiento fueron: Hayes 91, 94, 99 y 104.	1	1	0	CoMeta	4
Según señaló Socorro a la prensa local, está dispuesto a vestir la camiseta de su país, después de tres años de ausencia.	1	1	0	CoMeta	4
Uno de los últimos reveses en las relaciones entre Ammán y Bagdad se produjo a principios de este año, cuando el anterior primer ministro, Abdul Rauf Rawabde, rechazó una propuesta del Parlamento jordano para romper el embargo aéreo internacional impuesto a Irak por la ONU en 1990.	1	1	1	CoMeta	4
Para entendernos entender nos, diríamos esperpentos.	1	1	0	CoMeta	4
El incidente es narrado en el episodio ' Galaxy Stranger '.	1	1	0	CoMeta	4
El puro, este cabo de habano mordisqueado, era el trofeo de una jornada cumbre, de aquel día en que Rafael entró en su casa.	1	1	1	CoMeta	4
En mi comparecencia en este mismo día lo reconocí.	1	1	0	CoMeta	4
En 1956 obtuvo un doctorado en el MIT, donde presentó una tesis sobre el movimiento internacional de capitales.	1	1	0	CoMeta	4
La representante de Perú ante la Organización de Estados Americanos (OEA), Beatriz Ramacciotti, aseguró hoy que en la reunión del Consejo Permanente prevaleció el ' principio de no intervención ' ante la crisis electoral peruana.	1	1	0	CoMeta	4
En está ocasión se incorporaron elementos de cine fantástico, pues los protagonistas no deben enfrentarse enfrentar se a una bestia marina existente, sino al a el producto de un cruce de material genético de un pez prehistórico y un pulpo común.	1	1	1	CoMeta	4
El presidente de la Comisión del Mercado de las Telecomunicaciones mostró su preocupación por la falta de competencia en todo el mundo en la telefonía local, como consecuencia de que la liberalización de las telecomunicaciones se ha hecho por principios jurídicos y no técnicos y que hay que ' hay que abrir este mercado como sea '.	1	1	1	CoMeta	4
Hasta principios del de el siglo XX, la isla contaba con una aldea de colonos que labraban sus tierras: se sitúa al a el lado del de el pequeño embarcadero, en la parte sur de la isla, y hoy aún se ven los restos de las casas entre la exuberante vegetación.	1	1	0	CoMeta	4
Según los datos publicados en la página web del de el Congreso del de el Estado, la Federación le asigna a Durango recursos para educación provenientes del de el Fondo de Aportación para la Educación Básica y Normal por el orden de los cinco mil 216 millones de pesos y del de el Fondo de Aportaciones Múltiples para Infraestructura Educativa Básica por 104 millones 314 mil pesos.	0	0	0	CoMeta	4
Como representante croata, Mesic fue el último presidente de la Presidencia colegiada de la hoy extinta Yugoslavia Socialista y formó parte de las autoridades que en 1991 decretaron la independencia de Croacia.	1	1	0	CoMeta	4
Uno de los pocos aspectos en los que hay entendimiento es en la valoración de ' las motivaciones ', indicaron las mismas fuentes, que añadieron que el presidente Clinton presentó un cuadro matizado de la situación que incita a Estados Unidos a contemplar el NMD.	1	1	1	CoMeta	4
Nada de eso; no seré yo quien decida cuál es el Niño Dios que va al belén y cuál es el que va a la basura	1	1	0	CoMeta	4
El escritor romántico habla del de el castro y describe sus paisajes, apuntando que los monjes lo usan como cantera para sus construcciones.	1	1	0	CoMeta	4
Antes de nada: amo, admiro y respeto a Cayetana de Alba.	1	1	0	CoMeta	4
Esto ya está ocurriendo en la mayor parte de las CC.AA.	0	0	0	CoMeta	4
El diario deportivo indica que hace un guiño al a el club blanco y esto no es nada factible por el momento.	1	1	0	CoMeta	4
Luego, después de una viudez en la que derramó muchas lágrimas sinceras por su esposo muerto, en vez de asistir a los tablaos, iba a las tertulias de intelectuales.	1	1	1	CoMeta	4
Era una tarde quieta y sofocante, la casa estaba en orden y Antonia no sabía qué hacer con su persona.	1	1	1	CoMeta	4
Este pasado viernes me referí al importante acuerdo del Consejo Interterritorial del Sistema Nacional de Salud.	1	1	0	CoMeta	4
Fuentes consultadas por este periódico sitúan en dos puntos concretos la clave de la virulencia relacionada históricamente con los conflictos de los trabajadores del de el servicio de autobús en Bilbao.	1	1	0	CoMeta	4
Tratando de documentar sus recuerdos, volvió a hojear los álbumes de los Juegos Florales mientras Sara Noriega preparaba algo de comer.	1	1	1	CoMeta	4
- - Estamos pasando por Maraval Road.	0	0	0	CoMeta	4
Ricardo Lagos dijo que en las próximas horas llamaría personalmente a José María Aznar, para expresarle expresar le sus felicitaciones por el gran triunfo electoral del Partido Popular, que gobernará España con mayoría absoluta durante los próximos cuatro años.	1	1	1	CoMeta	4
Tantas viudas de su vida, desde la viuda de Nazaret habían hecho posible que él vislumbrara cómo eran las casadas felices después de la muerte de sus maridos.	1	1	0	CoMeta	4
El número de asaltos piratas o secuestros se han multiplicado por 30 sólo en los últimos diez meses, el mayor registro en una década, según un informe del Departamento Marítimo para la Piratería, con sede en Kuala Lumpur, presentado en una conferencia sobre piratería que durará dos días y que comenzó hoy en la capital malasia.	1	1	0	CoMeta	4
Quiero comunicarles comunicar les que en este camino el Gobierno no va a escatimar ningún esfuerzo -ninguno- para preservar la salud del conjunto de la ciudadanía y también para ser un colchón de seguridad para todos los españoles.	1	1	1	CoMeta	4
Fernando de la Rúa, que se niega a aplicar un indulto u otra medida de gracia a los presos, trató sin éxito a lo largo de este año que el Parlamento aprobase un proyecto de ley que permitiera una revisión de las condenas y ahora busca una solución por la vía judicial.	1	1	0	CoMeta	4
Ayer, miércoles, sin embargo, Sotomayor afirmó que venía a los Juegos con el propósito de ganar una medalla, sea cual sea el color.	1	1	0	CoMeta	4
' Trabajamos en colaboración con la FTU, la comunidad fiyiana en Nueva Zelanda y con otras organizaciones sindicales internacionales para ejercer una presión que implique el regreso de la democracia a Fiyi ', dijo el presidente de la CTU, Ross Wilson.	1	1	1	CoMeta	4
Estábamos en lo de los sobres.	1	1	0	CoMeta	4
Alberga además la oficina de turismo.	0	0	0	CoMeta	4
Se desconoce si se actualizará a Gingerbread cuando salga al a el mercado, pero sería un error no hacerlo hacer lo pues correrían el riesgo de transformar un tablet interesante en otro teléfono grande.	1	1	1	CoMeta	4
El aumento del índice de desempleo estadounidense fortaleció hoy considerablemente al euro, que a las 15.35 GMT se cotizaba en el mercado de divisas de Fráncfort a 0,9452 dólares, frente a los 0,9349 dólares de esta mañana.	1	1	1	CoMeta	4
Porque hasta ahora ninguna ley establecía a la del Sol Naciente como bandera nacional.	1	1	0	CoMeta	4
Malgastaban las horas sobrantes cosiendo en la ropa del muerto los botones que nunca habían tenido tiempo de reponer, planchaban y volvían a planchar sus camisas de puños y cuellos de parafina para que siempre estuvieran perfectas.	1	1	1	CoMeta	4
Y, si la situación de la pandemia lo permite, el Gobierno de España -no les quepa la menor duda-- levantará el Estado de Alarma sin demora.	1	1	1	CoMeta	4
Jugó de centrocampista en el Real Zaragoza y Hércules CF, en Primera División de España.	0	0	0	CoMeta	4
Los restantes 27.050 fueron otro tipo de contrato indefinido.	1	1	0	CoMeta	4
Asimismo destacaron la subida de las exportaciones a América del Norte, que suponen un 30 por ciento, en tanto que las destinadas a América del Sur representaron un 20, con un importante alza de las exportaciones a Brasil, que aumentaron un 180 por ciento.	1	1	0	CoMeta	4
En materia de salud, la Agencia Española de Cooperación Internacional ha rehabilitado, ampliado y equipado el hospital provincial, y se han construido siete clínicas rurales que atienden a 140.000 afganos.	1	1	0	CoMeta	4
Los sueños son a veces explicados en pueblos como viajes realizados por el durmiente, o por animales u objetos de su entorno.	1	1	1	CoMeta	4
Se espera que los tres partidos de la coalición gubernamental compuesta por el Liberal Demócrata (PLD), el nuevo Komeito y el Nuevo Conservador, logren la mayoría en la poderosa Cámara Baja aunque podrían no renovar la cómoda mayoría absoluta que ahora poseen.	1	1	0	CoMeta	4
' Los contratos deben entenderse entender se eficaces sin que pueda plantearse plantear se de plano y de manera unilateral por parte de la Administración una pretensión devolutoria de los pagos efectuados en cumplimiento de servicios efectivamente prestados.	1	1	0	CoMeta	4
Se está haciendo un gran trabajo en todas las CC.AA., también en particular en la de Murcia, y vamos a ver.	0	0	0	CoMeta	4
- - Entiende de vientos.	1	1	0	CoMeta	4
Hoy en día, las ruinas del de el Palacio se ha convertido en sitio arqueológico protegido por el gobierno, incluyendo un jardin y un museo, el Museo de Curtea Veche.	1	1	0	CoMeta	4
El murciélago nocturno y la golondrina diurna representan dos extremos de belleza y fealdad y se alimentan de los mosquitos y otros insectos flotantes que encuentran volando y que entran por casualidad en sus bocas abiertas.	1	1	0	CoMeta	4
Desde la sociedad civil dieron un mayor sustento y realce moral a una política antiterrorista inequívoca y eficaz que, gracias a los éxitos policiales, la cooperación internacional y la labor de jueces y fiscales, nos ha llevado a diezmar al terrorismo.	1	1	1	CoMeta	4
Luronium es un género monotípico con una única especie de planta acuática: Luronium natans, comunmente conocida como llanten de agua flotante.	1	1	0	CoMeta	4
Familiares de López de Coca tienen participación en la empresa Colisur 2000, ubicada en Picón (Ciudad Real), una planta transformadora a la que la Consejería le retiró la autorización para emitir certificados de transformación para el cobro de las ayudas comunitarias que existen para esta actividad.	1	1	1	CoMeta	4
Fue llevado hasta el hospital de Verona en helicóptero donde falleció.	1	1	0	CoMeta	4
Lo que el Gobierno sí se ha sentido, y se lo tengo que confesar, a veces solo en esa tarea, en una tarea que parece que sólo le compete a aquellos que tenemos la responsabilidad del Ejecutivo, cuando esto es una tarea colectiva y en la que a continuación del Gobierno, el principal responsable es el Partido Popular.	1	1	0	CoMeta	4
El Bósforo comunica mi infancia con mi muerte.	1	1	1	CoMeta	4
Clinton y Schroeder hablaron de la naturaleza de las amenazas que Washington esgrime para justificar su proyecto, y ambas partes coincidieron en que hay que hacerlas hacer las frente, pero hay desacuerdo sobre cómo hacerlo hacer lo.	1	1	1	CoMeta	4
Pregunta ahora la Redacción Médica.	1	1	0	CoMeta	4
Un informante dijo más tarde que la mafia toleró el Maxi Proceso porque asumían que los condenados serían liberados silenciosamente una vez que la opinión pública hubiera perdido el interés por el proceso.	1	1	1	CoMeta	4
Algunos creen que el incremento de la participación de los gobiernos locales en crear la política conducirá a una mayor propiedad de los programas de préstamos, por lo tanto a una mejor política fiscal.	1	1	0	CoMeta	4
Este libro reúne una veintena de trabajos dispersos.	1	1	0	CoMeta	4
Claro que el disparate es contemplar aquella realidad con la fría lógica del adormecido burgués cuando lo que hay que hacer es detener los rayos disparados desde el perfil de las aristas y no mirar las figuras que la hoja de papel tenía impresas.	1	1	1	CoMeta	4
Se seleccionaron 2.000 bueyes de entre el ganado capturado, junto con 2.000 no combatientes que guiaran al a el ganado y 2.000 soldados de infantería que guardasen al a el grupo.	1	1	0	CoMeta	4
Por tanto, si hay imposibilidad para adoptar esas medidas que figuran en esta orden, las playas no pueden usarse usar se, y evidentemente el Ministerio de Sanidad no va a financiar esto, esto corresponde, en todo caso, a las Comunidades Autónomas o a los propios municipios.	1	1	0	CoMeta	4
Ello le ha valido a Burlotti sumar 40 puntos, mientras que algunos de sus rivales han debido restar alguno.	1	1	0	CoMeta	4
Varios pilotos de TACA también fueron multados con la misma cantidad ' por haber volado con su licencia vencida ', añadió.	1	1	0	CoMeta	4
Probablemente es cierto.	0	0	0	CoMeta	4
Algunos, sin embargo, han propuesto que los cuerpos fungiformes de insectos tienen una función similar a la del de el hipocampo.	1	1	0	CoMeta	4
Pero Claves llega a la opinión pública española en circunstancias evocadoras de las que arroparon el nacimiento de Cuadernos.	1	1	1	CoMeta	4
Los mercados escandinavos, el Reino Unido, el Benelux y los mercados asiáticos han experimentado un crecimiento particularmente fuerte en reservas, como se comunicará hoy a la Junta General Anual Ordinaria de Accionistas.	1	1	1	CoMeta	4
Chávez, al pisar suelo de su país, tras regresar de La Habana, señaló que el encuentro de los presidentes y representantes de las naciones pobres fue realmente extraordinario e ' histórico ' para todo el mundo.	1	1	0	CoMeta	4
Este sistema se empezó a gestar allá por el año 98 con el I Plan de Justicia Juvenil y a día de hoy, una vez evaluado el tercer plan, podemos decir con orgullo que Euskadi se sitúa a la vanguardia del Estado en materia de reinserción y resocialización de menores.	1	1	1	CoMeta	4
En esta ocasión, que era la despedida de la banda neoyorquina, Campino trepó por el techo del de el escenario, hasta colgarse colgar se de boca abajo con sus piernas y continuar cantando una tema ante 50000 sorprendidos espectadores.	1	1	0	CoMeta	4
En marchas por separado, el Consejo Nacional de Trabajadores Organizados (CONATO) y la Confederación Nacional Unitaria Sindical Independiente (CONUSI) protestarán en Panamá contra las políticas antipopulares del de el Ejecutivo, a la vez que en Guatemala los gremios pedirán al a el Gobierno reversar un anunciado incremento al a el precio de la energía eléctrica.	1	1	0	CoMeta	4
Además se le pediría a las empresas interesadas en prestar el servicio que se hagan cargo de la señalización y la cartelería que contiene información para los usuarios.	1	1	0	CoMeta	4
La ciencia se está afanando para encontrar ese remedio, esa investigación puntera que nos permita tener ya un remedio eficaz.	1	1	0	CoMeta	4
Pues se equivoca.	0	0	0	CoMeta	4
Por eso, para nosotros, trabajar desde la mesa del Diálogo Social no es solamente una voluntad política, es un elemento imprescindible para que podamos seguir avanzando como sociedad y esta es nuestra hoja de ruta, que plasmamos en nuestro acuerdo programático desde el primer día.	1	1	1	CoMeta	4
No había ninguna razón para creerlo creer lo: no se conocían, no se habían visto nunca, y Fermina Daza no tenía nada que ver con las decisiones del concurso, si bien estaba al corriente de sus secretos.	1	1	0	CoMeta	4
Aunque la distinción tiende a desvanecerse desvanecer se con el paso del de el tiempo, se considera que los judíos sefaradíes desarrollan una actividad comunitaria más bien religiosa;	1	1	1	CoMeta	4
Él se arrodillo, pero UL le dijo que no era su dios, pero le trató como tal.	1	1	0	CoMeta	4
Porque los viejos van atravesando fronteras de decadencia, lindes de deterioro irreversibles; y atrás va quedando la vida, como tierra quemada.	1	1	1	CoMeta	4
El fin de la prestigiosa American Academy of Hospitality Sciences es la distinción de la excelencia en viajes, cocina, productos de lujo y servicios.	1	1	0	CoMeta	4
Aparte de que sea la tela colgante con que se cubre una puerta o ventana, Cortina se refiere sobre todo a Cortina d'Ampezzo (Los anglófonos tienden a cortar las segundas partes de los topónimos compuestos: Rio por Rio de Janeiro, Cortina por Cortina d'Ampezzo...).	1	1	1	CoMeta	4
Según analistas locales, nunca antes el PRI había sentido el fantasma de la oposición rondando la residencia de Los Pinos, aunque hay quienes aseguran que Fox sólo podrá vencer a Labastida, si logra una alianza sólida con el PRD.	1	1	1	CoMeta	4
Al mismo tiempo, se dan cita miles de especialistas en distintas materias: los abogados alemanes celebran su encuentro anual, otro tanto sucede con los médicos, y expertos internacionales preparan a partir del viernes la cumbre de líderes reformistas.	1	1	0	CoMeta	4
La censura se encargaba de acallar cualquier voz altisonante que pudiera dañar el régimen de Franco y sus instituciones, salvo Radio Pirenaica, que era seguida con gran atención por los más concienciados políticamente.	1	1	1	CoMeta	4
Estaba furibunda mientras Florentino Ariza la acompañaba a su casa.	1	1	0	CoMeta	4
Compusieron el tema Alles ist eins.	1	1	0	CoMeta	4
Negociar es acercarse acercar se a la razón del otro y ETA no tiene ninguna razón.	1	1	1	CoMeta	4
Hasta la fecha, Speight ha logrado, menos gobernar, todas sus demandas: derogar la Constitución, derribar al gobierno democrático del primer ministro Mahendra Chaudhry, la retirada del presidente Kamisese Mara y la inmunidad.	1	1	1	CoMeta	4
He visto que sacaba el ticket para la cena de fin de año.	0	0	0	CoMeta	4
Allí conoce a Fernanda, una linda joven alegre y bondadosa, y ambos se enamoran.	1	1	0	CoMeta	4
Todos ellos se han dedicado a legislar, reglamentar y coordinar, y el resultado es que ahora resulta dificilísimo hacer caridad.	1	1	0	CoMeta	4
Y el Consejo General de Enfermería le mandó una carta para poder hacer test PCR y test rápidos.	1	1	0	CoMeta	4
La historia existió y vale como referente, pero los grabados de colorines son otra cosa que el solemne testimonio de su presencia.	1	1	0	CoMeta	4
También quisiera destacar las palabras de agradecimiento que el Comandante de ISAF, el General Petraeus, dedicó recientemente a nuestras tropas en una carta dirigida al Jefe del Estado Mayor.	1	1	0	CoMeta	4
Es la mariposa diurna más grandes del de el mundo.	1	1	0	CoMeta	4
Se había roto una cañería, la llave de paso parecía haberse haber se soldado con su rosca y la cocina se inundaba por momentos.	1	1	0	CoMeta	4
Desde el día uno de diciembre, los supervisores regionales tendrán derecho a ordenar la clausura de las instalaciones que no cumplan las normas, e incluso el ' cierre inmediato ' si las circunstancias son de ' gran inseguridad ' para los trabajadores.	1	1	0	CoMeta	4
La CTU también ha abierto una colecta de fondos para apoyar el congreso gremial de Fiyi organizado por la Unión de Sindicatos de Fiyi (FTU, siglas en inglés).	0	0	1	CoMeta	4
Las complicaciones propias de un fallo renal, combinadas con una neumonía, la llevaron a la muerte el 20 de febrero de 2005, en Thousand Oaks (California).	1	1	1	CoMeta	4
Las afirmaciones de Musa, a quien cita hoy, lunes, la prensa local, coinciden con la presencia estos días en Egipto de una delegación de especialistas de las Naciones Unidas para tratar con las autoridades de este país sobre las posibilidades de eliminar esos artefactos en el territorio egipcio.	1	1	0	CoMeta	4
Unidos conseguiremos de nuevo vencer al virus en esta segunda ola.	1	1	1	CoMeta	4
Nada está aun firmado, pero el proyecto prevé también una profunda modificación del actual baremo de descuentos que reduce automáticamente - del 8 al 17 por ciento, según los casos - el monto del subsidio cada seis meses.	1	1	1	CoMeta	4
A partir del de el mes de octubre, todos los usuarios que entren en la web, compartan opiniones y voten por su ' Quality Hunter ' preferido tendrán la oportunidad de conseguir un vuelo de ida y vuelta para dos personas a cualquiera de los destinos de Finnair en Europa o Asia.	1	1	0	CoMeta	4
El consejero cita en su carta las diferentes directivas comunitarias sobre medidas de protección de la población para que se exija al Gobierno británico su cumplimiento.	1	1	0	CoMeta	4
¡Más bien cinco días! '	1	1	0	CoMeta	4
El siguiente paso fue un análisis de sangre, que también incluye un control de la fiebre glandular.	1	1	0	CoMeta	4
Pues porque ponerlo poner lo no cuesta casi nada y, poniéndolo poniendo lo, los de la caja de ahorros creen quedar no como capitalistas chupasangres sino como respetuosos con el entorno.	1	1	0	CoMeta	4
Mediante la operación, que deberá estar cerrada antes del 5 de enero de 2001, se transferirán acciones clase A y clase B de propiedad de los vendedores representativas del 48,60 por ciento del capital emitido y en circulación de GCO y del 57,57 de los votos del concesionario.	1	1	1	CoMeta	4
Tal vez valga la comparación, pero prefiero otros recuerdos personales.	1	1	0	CoMeta	4
Ante esto, Zhao Tuo, cegado por la ira, se autoproclamó Emperador de Nanyue y atacó el reino de Changsha.	1	1	1	CoMeta	4
Esa noche, las Sailor Senshi sorprenden a Eudial hipnotizando a los estudiantes junto a una gran hoguera.	1	1	0	CoMeta	4
Por eso, muchos de vosotros disteis un paso adelante y renovasteis un compromiso que, lejos de caducar, sigue siendo una inspiración diaria para todos los demócratas década y media después.	1	1	1	CoMeta	4
La magnitud de la catástrofe exigía medidas de emergencia y Antonia llamó al vecino en su socorro.	1	1	0	CoMeta	4
También, como saben, hemos proporcionado a los gobiernos autonómicos, un Fondo No Reembolsable que asciende a 16.000 millones de euros.	1	1	0	CoMeta	4
Este lo rechaza alegando que pertenece a un equipo y que estará con ellos pases lo que pase.	1	1	0	CoMeta	4
Obuchi, de 62 años, sufrió un derrame cerebral en la madrugada del día 2 de abril y, tras permanecer seis semanas en estado de coma, falleció en el hospital Yuntendo de Tokio.	1	1	0	CoMeta	4
El conjunto leonés, caso de superar en la primera ronda al equipo levantino que recientemente le derrotó en su terreno por 28-29 en un encuentro que remontó el equipo de Sala en los últimos cinco minutos, se enfrentaría por quinta vez consecutiva en las semifinales de esta competición ante el equipo azulgrana, que siempre ha sido su verdugo en la Copa del Rey.	1	1	1	CoMeta	4
Utilizaremos, como siempre, la justicia, los términos más equitativos para que realmente podamos compensar a las comunidades por el gasto sanitario y también por el trabajo de prevención que han hecho durante todo este tiempo y de preparación para la desescalada.	1	1	1	CoMeta	4
También los relativos a la vigilancia activa de casi todos los dispositivos que tenemos que tener para tener una detección precoz de los casos.	1	1	0	CoMeta	4
En declaraciones a EFE, el secretario regional de la Federación del Metal de UGT, Ricardo Jiménez, dijo que la operación ' tendrá una respuesta adecuada ' por parte de los sindicatos una vez que conozcan el contenido del acuerdo.	1	1	0	CoMeta	4
Apenas despertó aquella mañana, la lengua seca, y firme contra el paladar, se asustó del sabor nauseabundo de su propio aliento.	1	1	0	CoMeta	4
La pequeña catedral de la Anunciación, en el monasterio, construida durante el reinado de Iván el Terrible, en el siglo XVI, se hizo conforme a las primeras catedrales de tipo moscovita.	1	1	0	CoMeta	4
Hombrados, que ' respeta, pero no teme ' a ningún contrario, ve la posible semifinal ante el actual líder de la liga ASOBAL y acaparador de títulos, FC Barcelona, como ' un hueso, que en todo caso siempre habrá que superar para lograr un título que busca el Ademar ', concluyó.	1	1	1	CoMeta	4
Desaparecen en muchas ocasiones los contrafuertes, sobre todo en los ábsides, que adoptan así una característica planta octogonal, con muros anchos que permiten sujetar los empujes y dar espacio a las decoraciones de ladrillo resaltado.	1	1	0	CoMeta	4
En el transcurso del de el juego Marth trató de restablecer el Fire Emblem del de el verdadero poder.	1	1	0	CoMeta	4
El nuestro es el lenguaje del Estado de Derecho, el de la Ley, el lenguaje firme y sin flaquezas de todos los demócratas.	1	1	1	CoMeta	4
La izquierda, como magníficamente describiera Jean François Revel, ha ganado la batalla de las ideas: la mayoría, embrutecida por la ceguera ideológica, valora las buenas intenciones de los utópicos por encima de sus nefastos resultados.	1	1	1	CoMeta	4
Éste es el enfoque que ha defendido desde un principio mi Gobierno y que hoy es generalmente compartido por los países que componen la misión.	1	1	1	CoMeta	4
